"","USER_ID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","IIncome","IGender","IEducationLevel","IHouseholdStatus"
"662",3369,1993,"Male","under $25,000","Single (no kids)","Current Undergraduate","No","Yes","No","No","No","Yes","Public","No","Yes","Yes","Yes","No","Yes","Yes","Science","Try first","No","","Yes","No","Giving","No","No","Idealist","No","Yes","Cool headed","Odd hours","No","Right","No","Yes","No","No","A.M.","Yes","Start","Yes","No","Me","Yes","Yes","No","Yes","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","Yes","Yes","Yes","Yes","Yay people!","No","No","Yes","No","No","Yes","No","No","No","No","No","Yes","Own","Optimist","Mom","Yes","No","Yes","Yes","Nope","No","No","No","No","No","Yes","Only-child","No","No","Yes","under $25,000","Male","Current Undergraduate","Single (no kids)"
"663",3372,1964,"Male","$100,001 - $150,000","Married (w/kids)","Master's Degree","Yes","Yes","No","Yes","No","Yes","Public","No","Yes","No","No","No","Yes","","","Try first","Yes","Yes","No","No","Receiving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","Yes","No","Yes","TMI","No","Yes","Talk","People","Yes","Yes","Yes","No","Yes","Supportive","","Mac","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","No","Own","Pessimist","Mom","Yes","Yes","No","No","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","$100,001 - $150,000","Male","Master's Degree","Married (w/kids)"
"664",3376,1970,"Male","over $150,000","Married (w/kids)","Bachelor's Degree","","","","","","","","","","","","","","","","","Yes","Yes","Yes","No","Giving","","","","","","","","","","","","","","","","","","","","","","","","","Mysterious","No","Yes","Talk","Technology","","","","","","","","Mac","","Risk-friendly","","Umm...","No","Space","No","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","over $150,000","Male","Bachelor's Degree","Married (w/kids)"
"665",3382,1986,"Male","$50,000 - $74,999","Married (no kids)","Bachelor's Degree","","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","No","Yes","No","Science","Study first","Yes","Yes","No","No","Giving","Yes","Yes","Idealist","No","No","Hot headed","Odd hours","No","Happy","Yes","Yes","Yes","Yes","A.M.","Yes","Start","Yes","Yes","Me","Yes","No","Yes","No","No","Mysterious","No","No","Tunes","People","Yes","Yes","Yes","Yes","No","Supportive","No","PC","No","Cautious","No","Yes!","Yes","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","No","Yes","Yes","Own","Pessimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","$50,000 - $74,999","Male","Bachelor's Degree","Married (no kids)"
"666",3392,1988,"Female","","Domestic Partners (no kids)","Doctoral Degree","","","","","","","","","","","","","","","","","","","","","","Yes","No","Pragmatist","Yes","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","End","Yes","No","Me","","Yes","Yes","Yes","Yes","Mysterious","","No","Tunes","Technology","No","No","Yes","No","Yes","Demanding","No","Mac","Yes","Cautious","Yes","","","","","In-person","Yes","No","Yes","Yes","Grrr people","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Rent","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","No","Yes","Yes","Yes","No","No","Yes","$100,001 - $150,000","Female","Doctoral Degree","Domestic Partners (no kids)"
"667",3394,1992,"Male","over $150,000","Single (no kids)","Current Undergraduate","No","No","No","Yes","No","Yes","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Science","Try first","No","Yes","No","No","Giving","Yes","Yes","Idealist","No","No","Hot headed","Odd hours","No","Happy","No","Yes","No","Yes","P.M.","No","Start","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","TMI","Yes","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","Yes","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","No","Yes","Yes","No","No","No","Own","Pessimist","Mom","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","over $150,000","Male","Current Undergraduate","Single (no kids)"
"668",3395,1970,"Male","$75,000 - $100,000","Married (w/kids)","","No","Yes","No","Yes","Yes","No","Private","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","No","No","No","Giving","No","No","Pragmatist","Yes","No","Hot headed","Odd hours","No","Happy","Yes","Yes","Yes","No","A.M.","No","Start","No","Yes","Me","No","No","No","No","No","Mysterious","No","No","Talk","Technology","No","No","Yes","Yes","No","Demanding","No","Mac","No","Risk-friendly","No","Yes!","No","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","Yes","Yes","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","Own","Optimist","Dad","Yes","Yes","No","No","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","No","$75,000 - $100,000","Male","Bachelor's Degree","Married (w/kids)"
"669",3412,1967,"Male","over $150,000","Married (w/kids)","Bachelor's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","A.M.","Yes","End","Yes","Yes","Me","Yes","Yes","Yes","No","Yes","Mysterious","No","No","Talk","Technology","Yes","Yes","Yes","No","No","Demanding","Yes","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Own","Pessimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","over $150,000","Male","Bachelor's Degree","Married (w/kids)"
"670",3416,1990,"Male","$75,000 - $100,000","Single (no kids)","Master's Degree","","","","","","Yes","Private","","","","Yes","Yes","Yes","Yes","Science","","","","","No","","Yes","Yes","Idealist","Yes","No","Cool headed","Odd hours","No","Right","Yes","","No","No","","Yes","End","","No","Circumstances","","No","","","No","TMI","No","","Tunes","People","No","No","Yes","Yes","No","Supportive","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$75,000 - $100,000","Male","Master's Degree","Single (no kids)"
"671",3424,1957,"Female","under $25,000","Married (w/kids)","Bachelor's Degree","","No","No","No","Yes","Yes","Public","No","Yes","No","No","Yes","No","Yes","","Study first","No","","No","Yes","Giving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Odd hours","","","Yes","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","No","Yes","No","","","Yes","","Tunes","Technology","Yes","Yes","No","","Yes","","Yes","Mac","Yes","Risk-friendly","No","Umm...","No","Space","No","Online","Yes","No","Yes","No","Grrr people","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Own","Optimist","Mom","No","Yes","Yes","No","Check!","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","under $25,000","Female","Bachelor's Degree","Married (w/kids)"
"672",3428,1964,"Male","$50,000 - $74,999","Married (w/kids)","Associate's Degree","Yes","Yes","No","Yes","Yes","No","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","No","Yes","Yes","No","Giving","Yes","No","Pragmatist","Yes","No","Cool headed","Odd hours","Yes","Right","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","","Circumstances","No","No","No","Yes","No","Mysterious","No","Yes","Talk","People","Yes","No","Yes","Yes","No","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","No","Yay people!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Own","Optimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","$50,000 - $74,999","Male","Associate's Degree","Married (w/kids)"
"673",3446,1997,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","","","","","","","","","","","","","","","","Study first","Yes","No","","No","","","Yes","Pragmatist","No","","","","","","","","","","","","","","","","Yes","Yes","No","Yes","Yes","Mysterious","Yes","No","Tunes","Technology","No","No","Yes","No","","Supportive","No","Mac","","Risk-friendly","","Yes!","No","Space","No","Online","Yes","No","No","No","Grrr people","Yes","No","No","No","No","No","No","Yes","Yes","No","No","No","","Pessimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","No","","","Yes","Yes","No","Yes","$100,001 - $150,000","Male","Current K-12","Single (no kids)"
"674",3451,NA,"Female","$25,001 - $50,000","Single (w/kids)","","","","","","","","","No","Yes","No","Yes","No","","Yes","Art","","","","","","","","Yes","Pragmatist","No","No","","","","","","","","","","Yes","","Yes","No","","","","","","","","No","","","","","","","","","","","","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","","Yay people!","No","No","No","","","Yes","No","No","No","No","Yes","Yes","Own","Optimist","Dad","No","Yes","No","Yes","Check!","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","$25,001 - $50,000","Female","Current K-12","Single (w/kids)"
"675",3454,1998,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","","","","","","","","","","","","","No","","","Study first","No","Yes","Yes","No","Receiving","Yes","Yes","","No","No","Hot headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","End","No","No","Me","No","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","","","No","No","Supportive","No","Mac","No","Cautious","No","Umm...","Yes","Space","No","In-person","","No","No","Yes","Grrr people","Yes","No","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","Own","","Dad","No","No","Yes","Yes","Check!","No","No","No","Yes","Yes","No","Yes","No","No","Yes","$100,001 - $150,000","Male","Current K-12","Single (no kids)"
"676",3455,1993,"Male","under $25,000","Single (no kids)","Current Undergraduate","","","","","","","","","","","","No","","","","","","","","","","","Yes","Pragmatist","Yes","No","","","","","","","","","","","","","","","","","","","","Mysterious","No","No","","","","","","","","","","Mac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","under $25,000","Male","Current Undergraduate","Single (no kids)"
"677",3465,NA,"Female","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","No","No","","","Yes","No","Public","No","No","","No","Yes","Yes","Yes","Art","Study first","No","Yes","","No","Giving","No","No","Idealist","No","No","Cool headed","Odd hours","Yes","Happy","Yes","No","No","No","P.M.","Yes","","Yes","Yes","Circumstances","","No","Yes","Yes","No","","No","Yes","Tunes","People","Yes","Yes","No","","Yes","Supportive","Yes","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","","In-person","No","Yes","Yes","","","Yes","Yes","No","Yes","","Yes","","","","","","","Own","Optimist","Dad","No","","Yes","No","Check!","No","No","No","Yes","Yes","","Yes","Yes","Yes","Yes","$50,000 - $74,999","Female","Bachelor's Degree","Married (w/kids)"
"678",3466,1991,"Male","under $25,000","Single (no kids)","Bachelor's Degree","","Yes","","","","","","","No","Yes","","Yes","Yes","Yes","Art","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Supportive","Yes","","","","","","","","","","","Yes","","","","Yes","No","Yes","No","No","No","","No","No","No","Yes","No","Rent","Optimist","Dad","No","No","","","","","No","No","Yes","Yes","Yes","Yes","No","Yes","No","under $25,000","Male","Bachelor's Degree","Single (no kids)"
"679",3480,1959,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","Yes","A.M.","Yes","End","Yes","Yes","","No","","Yes","Yes","Yes","","No","","","People","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","$75,000 - $100,000","Male","Bachelor's Degree","Married (w/kids)"
"680",3484,1997,"Male","$75,000 - $100,000","Single (no kids)","Current K-12","","Yes","","No","No","No","Public","Yes","No","Yes","","Yes","Yes","Yes","Science","","No","No","No","No","Receiving","No","Yes","","No","No","Cool headed","Standard hours","No","Happy","No","Yes","No","No","P.M.","Yes","End","Yes","No","Me","Yes","Yes","Yes","","No","TMI","No","No","Tunes","Technology","Yes","","","","Yes","Demanding","Yes","PC","","Cautious","No","Umm...","No","Space","Yes","","","Yes","Yes","Yes","Yay people!","","No","No","","","No","Yes","Yes","No","No","Yes","No","","Optimist","Mom","No","No","No","Yes","Nope","Yes","","No","No","Yes","Yes","Yes","No","Yes","","$75,000 - $100,000","Male","Current K-12","Single (no kids)"
"681",3486,1993,"Male","under $25,000","Domestic Partners (w/kids)","Current Undergraduate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","Supportive","Yes","PC","Yes","Cautious","No","Umm...","No","Space","No","Online","Yes","Yes","No","Yes","Grrr people","No","No","Yes","No","No","Yes","No","Yes","No","No","No","No","Own","Pessimist","Dad","No","Yes","No","Yes","Nope","Yes","No","Yes","Yes","No","No","Yes","Yes","","Yes","under $25,000","Male","Current Undergraduate","Domestic Partners (w/kids)"
"682",3490,1990,"Male","under $25,000","Single (no kids)","Current Undergraduate","","","","","Yes","Yes","","","","","Yes","No","","Yes","Science","","","","","Yes","","","Yes","","","","","Standard hours","","","","","","","","","","No","Yes","","Yes","","Yes","No","No","Mysterious","No","","Tunes","Technology","","","","Yes","","","No","PC","No","Cautious","No","","No","Space","No","In-person","","","Yes","Yes","Grrr people","","","","","","","Yes","No","","","Yes","","","Pessimist","Dad","","Yes","No","","Nope","Yes","No","","","","No","Yes","No","","","under $25,000","Male","Current Undergraduate","Single (no kids)"
"683",3492,1969,"Male","$25,001 - $50,000","Married (w/kids)","Bachelor's Degree","No","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","No","No","Yes","Art","Study first","No","No","No","No","Giving","No","No","Pragmatist","No","No","Hot headed","Standard hours","No","Happy","No","Yes","Yes","Yes","P.M.","Yes","Start","No","Yes","Me","Yes","No","Yes","No","Yes","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","Yes","No","Own","Pessimist","Dad","Yes","No","No","No","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","$25,001 - $50,000","Male","Bachelor's Degree","Married (w/kids)"
"684",3496,1989,"Female","$25,001 - $50,000","Domestic Partners (w/kids)","High School Diploma","","No","","No","No","No","Public","No","No","No","Yes","No","No","Yes","","","No","No","No","","","Yes","Yes","","","Yes","","","Yes","Happy","No","No","No","No","P.M.","Yes","End","No","No","Me","Yes","Yes","No","Yes","No","TMI","No","","Tunes","","No","Yes","Yes","","No","Demanding","","PC","Yes","","","","","Space","No","Online","No","","Yes","No","Grrr people","No","","","Yes","Yes","No","","No","Yes","","Yes","No","Rent","Pessimist","","No","Yes","No","Yes","Nope","No","No","No","Yes","","No","Yes","","No","No","$25,001 - $50,000","Female","High School Diploma","Domestic Partners (w/kids)"
"685",3497,1990,"Female","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","","","","","","","","","","","","","No","Yes","Art","Try first","","","No","Yes","","No","No","Pragmatist","No","Yes","Hot headed","Standard hours","","Happy","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$50,000 - $74,999","Female","Bachelor's Degree","Single (no kids)"
"686",3505,1982,"Male","under $25,000","Single (no kids)","High School Diploma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","","","","PC","Yes","","No","","","","No","In-person","","","No","","Grrr people","No","No","No","No","No","No","","No","No","No","No","No","","","","","","","","","","","","","","","Yes","","No","Yes","under $25,000","Male","High School Diploma","Single (no kids)"
