"USER_ID","Party","Income","Gender","HouseholdStatus","EducationLevel","Q109244","Q114152","Q115611","Q118232","Q98197","Q116953","Q117193"
3309,"Democrat","$100,001 - $150,000","Male","Single (no kids)","Current K-12","Yes","Yes","Yes","Pragmatist","No","Yes","Odd hours"
3312,"Republican","over $150,000","Male","Domestic Partners (no kids)","Current Undergraduate","No","No","No","Pragmatist","No","Yes","Odd hours"
3315,"Republican","","Female","Married (w/kids)","High School Diploma","No","","No","","No","Yes",""
3316,"Republican","$50,000 - $74,999","Male","Single (no kids)","Bachelor's Degree","No","No","No","Idealist","No","Yes","Standard hours"
3318,"Republican","over $150,000","Male","Married (w/kids)","Master's Degree","No","Yes","Yes","Pragmatist","No","",""
3319,"Democrat","","Male","Single (no kids)","Current K-12","","Yes","","","","",""
3320,"Republican","over $150,000","Female","Married (no kids)","Bachelor's Degree","No","Yes","Yes","Idealist","Yes","No","Standard hours"
3321,"Republican","under $25,000","Male","Single (no kids)","","No","No","","Idealist","No","No","Odd hours"
3323,"Democrat","$25,001 - $50,000","Female","Married (w/kids)","Bachelor's Degree","Yes","Yes","Yes","Idealist","No","Yes","Odd hours"
3324,"Republican","$25,001 - $50,000","Female","Married (w/kids)","Associate's Degree","No","","No","","Yes","",""
3325,"Democrat","$100,001 - $150,000","Female","Married (no kids)","Master's Degree","Yes","Yes","No","","Yes","Yes",""
3327,"Republican","$25,001 - $50,000","Male","Single (no kids)","High School Diploma","No","No","Yes","","Yes","",""
3328,"Republican","$100,001 - $150,000","Male","Married (w/kids)","","No","Yes","","","","No","Odd hours"
3329,"Republican","$75,000 - $100,000","Male","Married (w/kids)","","","","","","","",""
3330,"Republican","under $25,000","Female","Married (no kids)","High School Diploma","No","Yes","","","","No","Odd hours"
3331,"Republican","","Female","Single (no kids)","Current K-12","No","","","Pragmatist","Yes","Yes","Standard hours"
3332,"Republican","$75,000 - $100,000","Female","Single (no kids)","Current K-12","No","No","Yes","","Yes","Yes","Standard hours"
3333,"Democrat","under $25,000","Male","Single (no kids)","Current Undergraduate","No","No","No","Idealist","No","Yes","Odd hours"
3336,"Democrat","over $150,000","Male","Married (no kids)","","","","","Pragmatist","No","","Standard hours"
3337,"Republican","$25,001 - $50,000","Female","Single (w/kids)","High School Diploma","No","No","No","Pragmatist","Yes","Yes","Standard hours"
3338,"Republican","over $150,000","Male","Single (no kids)","Current Undergraduate","","No","Yes","","Yes","",""
3339,"Democrat","$100,001 - $150,000","Male","Married (no kids)","","No","Yes","No","Pragmatist","Yes","No",""
3340,"Democrat","over $150,000","Male","Married (no kids)","Master's Degree","No","Yes","Yes","Pragmatist","No","Yes","Odd hours"
3341,"Democrat","over $150,000","Male","Married (w/kids)","Doctoral Degree","No","No","No","Pragmatist","No","Yes","Odd hours"
3344,"Republican","","Female","Single (no kids)","Bachelor's Degree","","","No","","","","Odd hours"
3345,"Republican","$25,001 - $50,000","Male","Single (no kids)","Bachelor's Degree","No","","","","No","",""
3346,"Democrat","under $25,000","Female","Single (w/kids)","Current Undergraduate","No","No","No","Pragmatist","Yes","No","Standard hours"
3348,"Republican","$50,000 - $74,999","Male","Married (w/kids)","Associate's Degree","No","No","Yes","Idealist","No","No","Standard hours"
3349,"Democrat","$25,001 - $50,000","Male","Single (no kids)","Master's Degree","No","No","Yes","Idealist","No","No","Standard hours"
3351,"Republican","over $150,000","Male","Single (no kids)","Current Undergraduate","No","Yes","Yes","Pragmatist","Yes","Yes","Standard hours"
3352,"Republican","$100,001 - $150,000","Male","Single (no kids)","Current Undergraduate","Yes","","","","No","",""
3354,"Democrat","over $150,000","","","Current Undergraduate","Yes","No","No","Idealist","No","Yes","Odd hours"
3355,"Democrat","$100,001 - $150,000","Male","Single (no kids)","Current K-12","No","No","No","Idealist","No","Yes","Odd hours"
3356,"Democrat","under $25,000","Female","Single (no kids)","","","","No","","","",""
3358,"Democrat","over $150,000","Male","Domestic Partners (no kids)","","No","Yes","","Idealist","No","Yes","Standard hours"
3360,"Republican","over $150,000","Male","Married (no kids)","Associate's Degree","No","Yes","No","Pragmatist","Yes","Yes","Odd hours"
3361,"Democrat","$50,000 - $74,999","Female","Single (no kids)","Bachelor's Degree","Yes","No","No","Idealist","Yes","No","Standard hours"
3362,"Democrat","$25,001 - $50,000","Female","Married (w/kids)","High School Diploma","No","No","No","","No","",""
3363,"Republican","$100,001 - $150,000","Female","Married (w/kids)","Associate's Degree","No","No","Yes","Pragmatist","Yes","Yes","Odd hours"
3364,"Democrat","$100,001 - $150,000","Female","Married (no kids)","","","","","","","",""
3365,"Republican","$25,001 - $50,000","Female","Single (no kids)","Master's Degree","No","No","","Pragmatist","No","Yes","Standard hours"
3366,"Democrat","","Female","Single (no kids)","Current Undergraduate","","","","","","","Odd hours"
3367,"Republican","under $25,000","Male","Single (no kids)","","No","No","Yes","Idealist","","No","Odd hours"
3370,"Republican","under $25,000","Male","Single (no kids)","Current K-12","No","No","No","Idealist","No","Yes","Standard hours"
3371,"Republican","$25,001 - $50,000","Female","Single (no kids)","Bachelor's Degree","","","","","","",""
3373,"Democrat","$100,001 - $150,000","Female","Single (w/kids)","","Yes","No","","","","",""
3374,"Democrat","$75,000 - $100,000","Male","Single (no kids)","Current K-12","No","No","No","Pragmatist","Yes","Yes","Standard hours"
3375,"Democrat","under $25,000","Male","Single (no kids)","High School Diploma","Yes","","","","","",""
3377,"Democrat","over $150,000","Female","Married (no kids)","","","No","","","","",""
3378,"Democrat","under $25,000","Male","Single (no kids)","","","Yes","No","","","",""
3379,"Republican","$50,000 - $74,999","Female","Married (w/kids)","Bachelor's Degree","No","Yes","Yes","Pragmatist","Yes","Yes","Odd hours"
3380,"Republican","$75,000 - $100,000","Female","Married (w/kids)","","","No","No","Idealist","No","Yes","Standard hours"
3381,"Democrat","$100,001 - $150,000","Male","Married (w/kids)","High School Diploma","No","No","No","Pragmatist","No","Yes","Standard hours"
3383,"Republican","$100,001 - $150,000","Female","Single (no kids)","Master's Degree","","","","","No","",""
3384,"Republican","$25,001 - $50,000","Male","Single (no kids)","","","","","","","",""
3385,"Democrat","","Male","Single (no kids)","Bachelor's Degree","Yes","","No","Idealist","Yes","",""
3386,"Republican","","Male","Single (no kids)","Current Undergraduate","No","No","","Pragmatist","","",""
3387,"Democrat","$25,001 - $50,000","Female","Single (no kids)","Current K-12","Yes","","No","Idealist","No","No","Standard hours"
3388,"Republican","under $25,000","Male","Single (no kids)","Master's Degree","No","","No","Idealist","No","Yes","Standard hours"
3390,"Democrat","$50,000 - $74,999","Male","Married (w/kids)","Bachelor's Degree","No","","Yes","Idealist","No","Yes","Standard hours"
3391,"Democrat","under $25,000","Female","Single (no kids)","Current Undergraduate","No","No","No","","No","","Odd hours"
3393,"Republican","$100,001 - $150,000","Male","Married (w/kids)","Bachelor's Degree","Yes","No","Yes","Pragmatist","No","Yes","Odd hours"
3396,"Democrat","$100,001 - $150,000","Female","Married (w/kids)","","No","","Yes","Idealist","Yes","",""
3397,"Democrat","","Male","Single (no kids)","","No","No","No","Pragmatist","No","Yes","Odd hours"
3398,"Republican","$75,000 - $100,000","Male","Married (w/kids)","High School Diploma","No","No","No","Idealist","Yes","Yes","Standard hours"
3399,"Republican","","Male","Single (no kids)","Bachelor's Degree","No","","","","No","",""
3400,"Republican","under $25,000","Female","Single (no kids)","","No","No","No","Pragmatist","No","Yes","Standard hours"
3401,"Democrat","$75,000 - $100,000","Female","Married (no kids)","Master's Degree","Yes","Yes","No","","Yes","Yes",""
3402,"Democrat","over $150,000","Female","Married (w/kids)","Bachelor's Degree","No","Yes","No","Idealist","Yes","No","Odd hours"
3403,"Democrat","$100,001 - $150,000","Female","Married (w/kids)","Master's Degree","Yes","No","No","Pragmatist","Yes","Yes","Standard hours"
3404,"Democrat","$100,001 - $150,000","Female","Married (w/kids)","Current Undergraduate","Yes","No","No","Pragmatist","No","Yes","Standard hours"
3405,"Republican","$50,000 - $74,999","Female","Single (no kids)","High School Diploma","No","Yes","No","Idealist","","No","Odd hours"
3406,"Democrat","","Male","Married (w/kids)","","","","","","","",""
3407,"Republican","over $150,000","Male","Married (w/kids)","Bachelor's Degree","","","","","","Yes","Standard hours"
3408,"Republican","$25,001 - $50,000","Male","Married (w/kids)","Master's Degree","No","No","No","Pragmatist","Yes","Yes","Standard hours"
3409,"Democrat","$75,000 - $100,000","Male","Single (no kids)","High School Diploma","No","No","No","","No","Yes","Standard hours"
3410,"Republican","$25,001 - $50,000","Female","Single (no kids)","High School Diploma","No","No","No","Pragmatist","No","Yes","Odd hours"
3411,"Republican","$75,000 - $100,000","Male","Married (w/kids)","Bachelor's Degree","No","No","No","Idealist","Yes","Yes","Standard hours"
3413,"Republican","$50,000 - $74,999","Female","Married (no kids)","Bachelor's Degree","Yes","","","","No","",""
3414,"Republican","$100,001 - $150,000","Male","Married (w/kids)","","No","Yes","Yes","Idealist","","Yes","Standard hours"
3415,"Democrat","$75,000 - $100,000","Female","Single (no kids)","","","","","","No","",""
3417,"Republican","","Male","Single (no kids)","Master's Degree","No","No","No","Pragmatist","No","No","Standard hours"
3418,"Democrat","over $150,000","Male","Married (w/kids)","Current Undergraduate","Yes","Yes","No","Pragmatist","No","Yes","Odd hours"
3419,"Republican","$50,000 - $74,999","Female","Domestic Partners (w/kids)","Associate's Degree","","Yes","No","","No","Yes","Standard hours"
3420,"Republican","over $150,000","Female","Married (w/kids)","Bachelor's Degree","","","Yes","Idealist","Yes","",""
3421,"Republican","over $150,000","Male","Married (w/kids)","Doctoral Degree","No","Yes","Yes","Idealist","Yes","No","Odd hours"
3422,"Republican","$25,001 - $50,000","Male","Single (no kids)","Master's Degree","No","Yes","Yes","Pragmatist","Yes","No","Standard hours"
3423,"Republican","under $25,000","Female","Single (no kids)","","","","No","","Yes","","Standard hours"
3425,"Democrat","$25,001 - $50,000","Male","Domestic Partners (no kids)","","Yes","Yes","No","Idealist","No","Yes","Standard hours"
3426,"Democrat","$100,001 - $150,000","Female","Married (w/kids)","","Yes","Yes","Yes","Pragmatist","No","Yes","Standard hours"
3427,"Democrat","$25,001 - $50,000","Male","Single (w/kids)","Master's Degree","No","No","No","Idealist","Yes","Yes","Standard hours"
3429,"Republican","$100,001 - $150,000","Male","Married (w/kids)","Master's Degree","No","No","No","Pragmatist","No","Yes","Standard hours"
3430,"Democrat","$25,001 - $50,000","Male","Single (w/kids)","","No","No","Yes","Idealist","Yes","No","Odd hours"
3431,"Democrat","$25,001 - $50,000","Female","Married (no kids)","High School Diploma","","No","Yes","Pragmatist","Yes","No","Standard hours"
3432,"Democrat","","Male","Married (w/kids)","Bachelor's Degree","","","No","","","",""
3433,"Democrat","$50,000 - $74,999","Male","Single (no kids)","Current Undergraduate","No","Yes","Yes","Pragmatist","Yes","No","Standard hours"
3434,"Republican","","Male","Single (no kids)","","","No","","","","",""
3435,"Republican","$100,001 - $150,000","Male","Married (w/kids)","","","Yes","","Idealist","","No","Odd hours"
3436,"Democrat","$75,000 - $100,000","Female","Single (no kids)","Bachelor's Degree","","Yes","No","Pragmatist","Yes","",""
3437,"Republican","$50,000 - $74,999","Male","Single (no kids)","High School Diploma","No","No","Yes","Pragmatist","No","No","Standard hours"
3438,"Republican","$50,000 - $74,999","Male","Married (w/kids)","High School Diploma","No","No","Yes","Pragmatist","Yes","Yes","Odd hours"
3439,"Democrat","$75,000 - $100,000","Female","Married (w/kids)","Master's Degree","Yes","Yes","No","Idealist","Yes","No","Odd hours"
3440,"Republican","$100,001 - $150,000","Male","Married (w/kids)","Bachelor's Degree","No","No","Yes","Pragmatist","Yes","Yes","Standard hours"
3441,"Republican","$50,000 - $74,999","Male","Married (no kids)","High School Diploma","No","Yes","Yes","Pragmatist","No","Yes","Odd hours"
3442,"Democrat","$100,001 - $150,000","Male","Single (no kids)","Master's Degree","","No","","Idealist","No","",""
3443,"Republican","$25,001 - $50,000","Male","Single (no kids)","High School Diploma","No","","","Idealist","No","No","Odd hours"
3444,"Republican","$50,000 - $74,999","Male","Single (no kids)","Associate's Degree","","No","Yes","Pragmatist","","Yes","Odd hours"
3445,"Democrat","$100,001 - $150,000","Male","Single (no kids)","Current Undergraduate","Yes","No","No","Pragmatist","No","Yes","Standard hours"
3447,"Democrat","under $25,000","Female","Single (no kids)","Associate's Degree","Yes","No","No","Idealist","Yes","No","Standard hours"
3448,"Democrat","under $25,000","Female","Single (no kids)","","Yes","No","No","Pragmatist","Yes","Yes","Standard hours"
3449,"Republican","$25,001 - $50,000","Female","Married (no kids)","Master's Degree","No","No","Yes","Pragmatist","Yes","Yes","Standard hours"
3450,"Democrat","$25,001 - $50,000","Male","Single (no kids)","Current Undergraduate","No","Yes","No","Idealist","No","Yes","Odd hours"
3452,"Democrat","$25,001 - $50,000","","","","No","No","Yes","Pragmatist","No","No",""
3453,"Republican","$75,000 - $100,000","Male","Married (w/kids)","Bachelor's Degree","No","No","Yes","","Yes","",""
3456,"Democrat","$50,000 - $74,999","Female","Single (no kids)","Bachelor's Degree","","","","Idealist","No","",""
3457,"Republican","$25,001 - $50,000","Male","Single (no kids)","Bachelor's Degree","","No","No","","","Yes","Standard hours"
3458,"Republican","under $25,000","Male","Single (no kids)","Current Undergraduate","","","Yes","","Yes","",""
3459,"Republican","$25,001 - $50,000","","Married (w/kids)","Associate's Degree","No","No","Yes","Idealist","No","No","Standard hours"
3460,"Democrat","$25,001 - $50,000","Male","Single (no kids)","Current Undergraduate","Yes","No","No","Pragmatist","No","No","Odd hours"
3461,"Democrat","over $150,000","Male","Married (no kids)","","Yes","No","No","","No","",""
