"USER_ID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","IIncome","IGender","IEducationLevel","IHouseholdStatus","Q98197113181","HasIncome","HasGender","HasHouseholdStatus","HasEducationLevel"
3623,1972,"Male","$75,000 - $100,000","Single (no kids)","Bachelor's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","Yes","No","No","A.M.","Yes","","","Yes","Me","Yes","Yes","Yes","","Yes","","Yes","","Talk","Technology","No","No","","","Yes","Demanding","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","No","Yes","","","","Yes","Yes","No","No","Yes","No","No","No","No","No","Yes","No","Own","Optimist","","Yes","Yes","No","","Check!","Yes","Yes","Yes","Yes","","No","Yes","","No","Yes","$75,000 - $100,000","Male","Bachelor's Degree","Single (no kids)","No",1,1,1,1
3631,1994,"Male","$75,000 - $100,000","Single (no kids)","Current Undergraduate","No","No","No","","Yes","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Study first","Yes","No","No","No","Receiving","No","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Me","Yes","Yes","Yes","Yes","No","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","No","No","Supportive","Yes","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","No","No","Yes","No","No","Yes","No","Yes","Yes","No","No","No","Own","Optimist","Mom","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","$75,000 - $100,000","Male","Current Undergraduate","Single (no kids)","No",1,1,1,1
3639,1976,"Female","over $150,000","Married (w/kids)","","","Yes","No","No","Yes","No","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","Yes","No","No","No","Receiving","No","No","Pragmatist","No","No","Hot headed","Standard hours","","","Yes","","","","","Yes","Start","Yes","No","Me","Yes","No","Yes","Yes","No","TMI","No","Yes","Talk","People","No","","","","Yes","Supportive","No","PC","Yes","Risk-friendly","Yes","","","","","","","","Yes","","","","","","","","","","","","","","No","Own","Optimist","Dad","No","No","Yes","Yes","Nope","No","No","No","","","","Yes","Yes","","Yes","over $150,000","Female","Bachelor's Degree","Married (w/kids)","No",1,1,1,0
3654,2000,"Female","$100,001 - $150,000","Single (no kids)","Current K-12","","Yes","No","No","No","Yes","Private","No","No","No","No","No","Yes","Yes","Science","Study first","No","No","Yes","No","Receiving","Yes","Yes","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","No","Yes","Yes","Yes","No","TMI","No","No","Tunes","People","No","No","Yes","Yes","Yes","Supportive","No","Mac","No","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","No","No","No","Yes","Yes","No","No","No","Yes","No","Own","Optimist","Dad","No","No","Yes","Yes","Check!","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","$100,001 - $150,000","Female","Current K-12","Single (no kids)","WTF",1,1,1,1
3656,1972,"Female","$100,001 - $150,000","Single (w/kids)","","","Yes","No","Yes","Yes","No","Public","No","Yes","No","Yes","No","Yes","No","Science","Study first","Yes","No","Yes","No","Giving","No","No","Pragmatist","Yes","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","End","Yes","No","Circumstances","No","No","Yes","Yes","Yes","TMI","No","Yes","Tunes","People","Yes","No","Yes","No","Yes","Demanding","Yes","Mac","Yes","Risk-friendly","Yes","Yes!","Yes","Space","No","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","$100,001 - $150,000","Female","Doctoral Degree","Single (w/kids)","Yes",1,1,1,0
3663,1984,"Male","under $25,000","Married (w/kids)","High School Diploma","","","No","No","Yes","Yes","Public","No","No","No","Yes","Yes","No","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","No","Idealist","Yes","No","Hot headed","Standard hours","No","Right","Yes","Yes","Yes","No","P.M.","Yes","End","No","Yes","Circumstances","Yes","Yes","No","No","No","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","Yes","No","Supportive","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","Own","Pessimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","under $25,000","Male","High School Diploma","Married (w/kids)","WTF",1,1,1,1
3673,1974,"Male","","Single (no kids)","","","","No","Yes","No","Yes","Public","","","","","","No","","Science","","Yes","No","Yes","No","Giving","Yes","No","Pragmatist","No","No","","","","","","","","","","","","","","","","No","No","No","Yes","TMI","Yes","","","","Yes","Yes","Yes","","No","","","Mac","Yes","","No","Yes!","No","Space","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","Yes","No","Yes","","","Yes","No","Yes","Yes","No","No","Own","Pessimist","","Yes","Yes","No","Yes","Nope","Yes","Yes","","","","","Yes","No","Yes","Yes","under $25,000","Male","Current K-12","Single (no kids)","Yes",0,1,1,0
3681,1981,"Female","$75,000 - $100,000","Married (w/kids)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Right","No","","Yes","Yes","P.M.","Yes","Start","No","No","Me","","Yes","Yes","","Yes","TMI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$75,000 - $100,000","Female","Current K-12","Married (w/kids)","",1,1,1,0
3683,1995,"Female","under $25,000","Single (no kids)","Current Undergraduate","Yes","Yes","No","No","No","Yes","Public","No","No","No","No","No","No","Yes","Science","Study first","Yes","Yes","Yes","Yes","Receiving","Yes","No","Idealist","No","No","Hot headed","Odd hours","No","Happy","Yes","No","No","No","P.M.","Yes","End","Yes","No","Circumstances","Yes","No","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","Yes","Yes","Supportive","Yes","PC","No","Cautious","Yes","Yes!","No","Space","No","Online","No","No","Yes","Yes","Grrr people","No","No","Yes","No","No","Yes","Yes","No","Yes","No","No","No","Own","Optimist","Mom","No","No","No","Yes","Nope","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","under $25,000","Female","Current Undergraduate","Single (no kids)","No",1,1,1,1
3687,1975,"Female","$100,001 - $150,000","Single (no kids)","","","","","","","","","","","","","","","","","","","","","","","Yes","No","Pragmatist","No","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PC","","","","","","","","","","","","Yes","Grrr people","Yes","","","Yes","Yes","No","Yes","","","","","","","","","","","","","","","","","","","Yes","Yes","Yes","No","Yes","$100,001 - $150,000","Female","Bachelor's Degree","Single (no kids)","No",1,1,1,0
3688,1994,"Male","under $25,000","Single (no kids)","High School Diploma","No","No","Yes","No","No","Yes","Public","Yes","Yes","No","Yes","No","","Yes","Science","Try first","No","Yes","No","No","Giving","Yes","Yes","Idealist","Yes","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","No","Yes","No","Mysterious","No","Yes","Tunes","People","Yes","No","Yes","No","No","Demanding","Yes","Mac","No","Cautious","No","Umm...","No","Space","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","No","Yes","No","No","No","No","Yes","Own","Optimist","Dad","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","","","","","No","under $25,000","Male","High School Diploma","Single (no kids)","Yes",1,1,1,1
3690,1994,"Female","$25,001 - $50,000","Single (no kids)","Current Undergraduate","","","","","","","","","","","","","","","","","","","","","","Yes","No","Idealist","No","No","","","","","","","","","","","","","","","","","","","","TMI","No","No","Talk","Technology","No","Yes","Yes","Yes","Yes","","","","Yes","Cautious","No","Umm...","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","No","No","Yes","","","","","","No","No","No","Yes","Rent","Optimist","Dad","No","No","Yes","Yes","Nope","No","No","No","Yes","No","No","","","","","$25,001 - $50,000","Female","Current Undergraduate","Single (no kids)","No",1,1,1,1
3691,2000,"Female","under $25,000","Single (no kids)","Current K-12","Yes","Yes","No","No","Yes","No","Public","No","No","No","Yes","","Yes","Yes","Science","Try first","Yes","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","Yes","No","","","Yes","Happy","Yes","No","No","Yes","P.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","Yes","PC","","","","","","","","","","","","Yes","","","","","","No","","No","No","Yes","No","Yes","Yes","Own","Optimist","Mom","No","Yes","Yes","Yes","","","No","No","Yes","No","Yes","Yes","Yes","No","Yes","under $25,000","Female","Current K-12","Single (no kids)","No",1,1,1,1
3693,1989,"Male","under $25,000","Single (no kids)","Bachelor's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","No","No","No","Yes","No","Mysterious","","No","Tunes","People","No","No","Yes","No","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Space","Yes","In-person","Yes","No","Yes","Yes","Yay people!","No","No","Yes","No","No","Yes","No","No","No","Yes","No","Yes","Rent","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes","under $25,000","Male","Bachelor's Degree","Single (no kids)","No",1,1,1,1
3703,1988,"Female","under $25,000","Single (no kids)","High School Diploma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","under $25,000","Female","High School Diploma","Single (no kids)","",1,1,1,1
3710,1989,"Female","under $25,000","Single (no kids)","Bachelor's Degree","No","Yes","No","No","No","No","Public","Yes","Yes","No","Yes","Yes","No","No","Art","Study first","Yes","No","No","Yes","Receiving","No","Yes","Idealist","No","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Circumstances","Yes","No","No","Yes","No","TMI","Yes","No","Tunes","People","No","Yes","No","No","No","Supportive","No","Mac","Yes","Cautious","Yes","Yes!","No","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","No","No","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","Rent","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","No","Yes","No","Yes","No","No","No","under $25,000","Female","Bachelor's Degree","Single (no kids)","No",1,1,1,1
3713,1974,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","","","","","","","","","No","No","","","","","","","","","","","","","No","","","Yes","Hot headed","Odd hours","","","","","No","","","","","","","","","","","","","","","","Talk","Technology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$75,000 - $100,000","Male","Bachelor's Degree","Married (w/kids)","",1,1,1,1
3718,1965,"Male","$100,001 - $150,000","Married (w/kids)","High School Diploma","","","","","","","","","","","","","","","","","","","Yes","Yes","Giving","","","","","No","Cool headed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","Yes","Nope","","No","No","Yes","","","","","","Yes","$100,001 - $150,000","Male","High School Diploma","Married (w/kids)","",1,1,1,1
3719,1958,"Female","$25,001 - $50,000","Married (no kids)","High School Diploma","","","Yes","","","","","No","Yes","No","No","Yes","No","Yes","Science","Try first","Yes","No","No","No","Giving","Yes","Yes","Pragmatist","No","Yes","","","","","","","No","Yes","A.M.","Yes","Start","Yes","Yes","Circumstances","Yes","No","Yes","Yes","Yes","Mysterious","Yes","No","Talk","Technology","Yes","Yes","Yes","No","No","Supportive","Yes","PC","Yes","Risk-friendly","Yes","Yes!","Yes","Socialize","No","Online","Yes","Yes","Yes","","","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Nope","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","$25,001 - $50,000","Female","High School Diploma","Married (no kids)","Yes",1,1,1,1
3720,1995,"Male","$50,000 - $74,999","","Current Undergraduate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","No","No","No","No","Mysterious","No","No","","","No","","Yes","Yes","","","","","","Risk-friendly","No","Umm...","No","Space","Yes","In-person","No","","","","","","","","","","Yes","","","No","","No","Yes","Rent","","","No","Yes","No","Yes","Nope","No","No","No","No","Yes","No","Yes","Yes","No","No","$50,000 - $74,999","Male","Current Undergraduate","Married (w/kids)","No",1,1,0,1
3727,1992,"Male","under $25,000","Single (no kids)","High School Diploma","No","No","No","No","No","Yes","Public","No","No","Yes","Yes","Yes","Yes","Yes","Art","Try first","No","No","Yes","No","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","No","No","No","No","P.M.","Yes","Start","Yes","No","Me","Yes","No","Yes","No","No","Mysterious","No","Yes","Tunes","People","Yes","Yes","Yes","Yes","No","Supportive","No","Mac","No","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","Yes","Yes","Yes","Yes","Yay people!","No","No","Yes","No","Yes","Yes","No","No","No","No","No","Yes","Rent","Pessimist","Dad","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","under $25,000","Male","High School Diploma","Single (no kids)","Yes",1,1,1,1
3728,1994,"Male","under $25,000","Single (no kids)","Current Undergraduate","","No","No","No","No","Yes","Public","Yes","No","No","Yes","No","No","Yes","Science","Try first","No","Yes","Yes","No","Giving","No","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","No","Yes","Yes","A.M.","Yes","End","Yes","Yes","Circumstances","No","Yes","Yes","Yes","Yes","Mysterious","Yes","No","Tunes","Technology","Yes","No","Yes","No","Yes","Supportive","No","Mac","No","Cautious","No","Umm...","Yes","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","Own","Pessimist","Dad","No","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","","Yes","under $25,000","Male","Current Undergraduate","Single (no kids)","Yes",1,1,1,1
3734,1972,"Male","$50,000 - $74,999","Married (w/kids)","","","","","","","","","No","Yes","No","No","Yes","Yes","No","Science","Study first","No","Yes","No","No","Giving","Yes","No","Idealist","No","Yes","","","","","","","","","","Yes","Start","Yes","No","Circumstances","No","Yes","Yes","No","No","Mysterious","No","No","Talk","Technology","No","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","No","Online","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Rent","Optimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","","","","","No","Yes","Yes","No","Yes","$50,000 - $74,999","Male","Bachelor's Degree","Married (w/kids)","No",1,1,1,0
3742,1958,"Male","over $150,000","Married (w/kids)","","No","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Study first","Yes","Yes","No","No","Giving","Yes","No","Pragmatist","No","No","","Odd hours","No","Happy","Yes","Yes","Yes","No","","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","over $150,000","Male","Current Undergraduate","Married (w/kids)","",1,1,1,0
3749,1964,"Male","over $150,000","Married (w/kids)","Master's Degree","","","","","","","","No","No","No","Yes","No","Yes","Yes","Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","over $150,000","Male","Master's Degree","Married (w/kids)","",1,1,1,1
3753,1990,"Male","$25,001 - $50,000","Single (no kids)","Current Undergraduate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","No","Yes","TMI","Yes","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Socialize","No","Online","No","No","Yes","Yes","Yay people!","Yes","No","Yes","Yes","Yes","No","","","","","","","","Pessimist","Mom","","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","$25,001 - $50,000","Male","Current Undergraduate","Single (no kids)","No",1,1,1,1
